id,map_id,address,descriptio,pic,link,icon,lat,lng,anim,title,infoopen,category,approved,retina,type,did,sticky,other_data,layergroup,Custom Field: geo_shape,prop_id,Custom Field: addresspt1,Custom Field: addressp_1,asset_clas,asset_type,objectid,Unnamed: 27,addresspt_,asset_subt,model_desc,mcc_id,roadseg_id,Unnamed: 33,model_no
1247820,21,"-37.79262854511814, 144.9682820983283",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79262855,144.9682820983283,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9682820983283, -37.79262854511814], ""type"": ""Point""}",0,19.15980501,348,Signage,Sign - Public Transport,14196,,555950,,Sign - Public Transport 1 Panel,1247820,20540,,P.16
1260438,21,"-37.80231431723276, 144.96676746744464",Sign - Public Transport 1 Panel Bus Stop Type 11,,,,-37.80231432,144.96676746744464,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96676746744464, -37.80231431723276], ""type"": ""Point""}",0,5.70821032,360,Signage,Sign - Public Transport,14622,,627281,,Sign - Public Transport 1 Panel,1260438,20528,,P.16
1233165,21,"-37.8006162471606, 144.9665441831767",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.80061625,144.9665441831767,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9665441831767, -37.8006162471606], ""type"": ""Point""}",0,11.23104145,140,Signage,Sign - Public Transport,15525,,545460,,Sign - Public Transport 1 Panel,1233165,20757,,P.16
1240886,21,"-37.79776685417041, 144.97031833233382",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79776685,144.97031833233382,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97031833233382, -37.79776685417041], ""type"": ""Point""}",0,19.03739399,101,Signage,Sign - Public Transport,19576,,103091,,Sign - Public Transport 1 Panel,1240886,20563,,P.16
1243850,21,"-37.799621670449625, 144.95568431062944",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79962167,144.95568431062944,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95568431062944, -37.799621670449625], ""type"": ""Point""}",0,73.19158958,228,Signage,Sign - Public Transport,21274,,103813,,Sign - Public Transport 1 Panel,1243850,21552,,P.16
1249933,21,"-37.79862363935187, 144.9467915427181",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79862364,144.9467915427181,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9467915427181, -37.79862363935187], ""type"": ""Point""}",0,27.65118958,79,Signage,Sign - Public Transport,26601,,516364,,Sign - Public Transport 1 Panel,1249933,21168,,P.16
1234750,21,"-37.795210432231336, 144.9362942830282",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79521043,144.9362942830282,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9362942830282, -37.795210432231336], ""type"": ""Point""}",0,18.1287082,75,Signage,Sign - Public Transport,29970,,633265,,Sign - Public Transport 1 Panel,1234750,21287,,P.16
1572477,21,"-37.80432561240479, 144.96947035841606",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80432561,144.96947035841606,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96947035841606, -37.80432561240479], ""type"": ""Point""}",0,29.46722145,197,Signage,Sign - Public Transport,31969,,528455,,Sign - Public Transport 1 Panel,1572477,20556,,P.16
1574565,21,"-37.79784952551261, 144.94139186459046",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79784953,144.94139186459046,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94139186459046, -37.79784952551261], ""type"": ""Point""}",0,33.07308528,8,Signage,Sign - Public Transport,35830,,522795,,Sign - Public Transport 1 Panel,1574565,21329,,P.16
1250987,21,"-37.80294344100893, 144.94833854164688",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80294344,144.94833854164688,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94833854164688, -37.80294344100893], ""type"": ""Point""}",0,13.95688103,296,Signage,Sign - Public Transport,37146,,107926,,Sign - Public Transport 1 Panel,1250987,20999,,P.16
1249790,21,"-37.794106459808795, 144.94708934299945",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79410646,144.94708934299945,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94708934299945, -37.794106459808795], ""type"": ""Point""}",0,18.82231189,179,Signage,Sign - Public Transport,38019,,100086,,Sign - Public Transport 1 Panel,1249790,21235,,P.16
1233956,21,"-37.795521349230825, 144.9581692891698",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79552135,144.9581692891698,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9581692891698, -37.795521349230825], ""type"": ""Point""}",0,39.14668738,171,Signage,Sign - Public Transport,40097,,108457,,Sign - Public Transport 1 Panel,1233956,22363,,P.16
1234035,21,"-37.79564535738303, 144.95795134835055",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79564536,144.95795134835055,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95795134835055, -37.79564535738303], ""type"": ""Point""}",0,22.21865455,158,Signage,Sign - Public Transport,40559,,108456,,Sign - Public Transport 1 Panel,1234035,22603,,P.16
1244570,21,"-37.78077459328419, 144.95138857277198",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78077459,144.95138857277198,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95138857277198, -37.78077459328419], ""type"": ""Point""}",107426,55.8251505,306,Signage,Sign - Public Transport,7176,,111342,,Sign - Public Transport 1 Panel,1244570,0,,P.16
1479415,21,"-37.80682386961907, 144.96904254818034",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80682387,144.96904254818034,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96904254818034, -37.80682386961907], ""type"": ""Point""}",0,36.15343504,132,Signage,Sign - Public Transport,21835,,108148,,Sign - Public Transport 1 Panel,1479415,20554,,P.16
1240772,21,"-37.79733528507864, 144.96751272850565",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79733529,144.96751272850565,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96751272850565, -37.79733528507864], ""type"": ""Point""}",0,14.94684087,183,Signage,Sign - Public Transport,35668,,521784,,Sign - Public Transport 1 Panel,1240772,20534,,P.16
1241059,21,"-37.79763449349572, 144.9709158095715",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79763449,144.9709158095715,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9709158095715, -37.79763449349572], ""type"": ""Point""}",0,2.64726141,258,Signage,Sign - Public Transport,42605,,511095,,Sign - Public Transport 1 Panel,1241059,20654,,P.16
1240745,21,"-37.79898487483806, 144.96733940321963",Sign - Public Transport 1 Panel Bus Stop Type 5,,,,-37.79898487,144.96733940321965,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",0,5.91725485,357,Signage,Sign - Public Transport,42754,,106200,,Sign - Public Transport 1 Panel,1240745,20532,,P.16
1250659,21,"-37.79676938692483, 144.95134039251514",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79676939,144.95134039251514,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95134039251514, -37.79676938692483], ""type"": ""Point""}",0,32.27346068,265,Signage,Sign - Public Transport,519,,103829,,Sign - Public Transport 1 Panel,1250659,22312,,P.16
1252402,21,"-37.78793737975755, 144.95889110591565",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78793738,144.95889110591563,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95889110591565, -37.78793737975755], ""type"": ""Point""}",0,25.23462908,211,Signage,Sign - Public Transport,1986,,529044,,Sign - Public Transport 1 Panel,1252402,22434,,P.16
1577586,21,"-37.79968851043426, 144.9639691590254",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79968851,144.9639691590254,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9639691590254, -37.79968851043426], ""type"": ""Point""}",0,77.70795407,63,Signage,Sign - Public Transport,2661,,597993,,Sign - Public Transport 1 Panel,1577586,20490,,P.16
1579790,21,"-37.792870646661946, 144.9582953024578",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79287065,144.9582953024578,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9582953024578, -37.792870646661946], ""type"": ""Point""}",0,24.74038894,190,Signage,Sign - Public Transport,4333,,108487,,Sign - Public Transport 1 Panel,1579790,22607,,P.16
1576516,21,"-37.800722007959905, 144.95348448450386",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80072201,144.95348448450386,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95348448450386, -37.800722007959905], ""type"": ""Point""}",0,3.92515286,172,Signage,Sign - Public Transport,4750,,110256,,Sign - Public Transport 1 Panel,1576516,21124,,P.16
1248450,21,"-37.80570689100192, 144.9560804373352",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80570689,144.9560804373352,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9560804373352, -37.80570689100192], ""type"": ""Point""}",0,17.476656,336,Signage,Sign - Public Transport,9652,,533963,,Sign - Public Transport 1 Panel,1248450,20937,,P.16
1574992,21,"-37.79509600016651, 144.9365369758595",Sign - Public Transport 1 Panel Bus Stop Type 5,,,,-37.795096,144.9365369758595,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9365369758595, -37.79509600016651], ""type"": ""Point""}",0,12.01896372,5,Signage,Sign - Public Transport,10200,,617411,,Sign - Public Transport 1 Panel,1574992,21319,,P.16
1370845,21,"-37.79897960292701, 144.96712273999506",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.7989796,144.96712273999506,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96712273999506, -37.79897960292701], ""type"": ""Point""}",0,8.32735258,130,Signage,Sign - Public Transport,14049,,106140,,Sign - Public Transport 1 Panel,1370845,20532,,P.16
1234285,21,"-37.79047682105318, 144.9434649962317",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79047682,144.9434649962317,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9434649962317, -37.79047682105318], ""type"": ""Point""}",0,26.51849472,231,Signage,Sign - Public Transport,15288,,103889,,Sign - Public Transport 1 Panel,1234285,22425,,P.16
1247685,21,"-37.79525280570435, 144.9752954554172",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79525281,144.9752954554172,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9752954554172, -37.79525280570435], ""type"": ""Point""}",0,14.87211663,189,Signage,Sign - Public Transport,18998,,517620,,Sign - Public Transport 1 Panel,1247685,20884,,P.16
1238699,21,"-37.807098946090186, 144.95582136066648",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80709895,144.95582136066648,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95582136066648, -37.807098946090186], ""type"": ""Point""}",0,20.249339,349,Signage,Sign - Public Transport,22969,,528064,,Sign - Public Transport 1 Panel,1238699,22659,,P.16
1252992,21,"-37.805930935910226, 144.95622134831407",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80593094,144.95622134831407,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95622134831407, -37.805930935910226], ""type"": ""Point""}",0,16.62010184,305,Signage,Sign - Public Transport,23110,,533712,,Sign - Public Transport 1 Panel,1252992,22673,,P.16
1558506,21,"-37.79371580698226, 144.97101530838722",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79371581,144.97101530838722,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97101530838722, -37.79371580698226], ""type"": ""Point""}",0,27.45809261,341,Signage,Sign - Public Transport,24087,,533653,,Sign - Public Transport 1 Panel,1558506,20639,,P.16
1250974,21,"-37.80265362097663, 144.9457021570429",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80265362,144.9457021570429,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9457021570429, -37.80265362097663], ""type"": ""Point""}",0,14.06489762,297,Signage,Sign - Public Transport,28452,,107942,,Sign - Public Transport 1 Panel,1250974,21015,,P.16
1370842,21,"-37.7929305017464, 144.96772679755713",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.7929305,144.96772679755713,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96772679755713, -37.7929305017464], ""type"": ""Point""}",0,51.96336041,303,Signage,Sign - Public Transport,28943,,106169,,Sign - Public Transport 1 Panel,1370842,20773,,P.16
1251207,21,"-37.80282843793904, 144.9479395483275",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80282844,144.9479395483275,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9479395483275, -37.80282843793904], ""type"": ""Point""}",0,13.53262428,123,Signage,Sign - Public Transport,29192,,107985,,Sign - Public Transport 1 Panel,1251207,21015,,P.16
1567474,21,"-37.79943557392906, 144.95572044672738",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79943557,144.95572044672738,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95572044672738, -37.79943557392906], ""type"": ""Point""}",0,91.2385968,236,Signage,Sign - Public Transport,31009,,103813,,Sign - Public Transport 1 Panel,1567474,21552,,P.16
1251350,21,"-37.80241749595982, 144.94561852036114",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.8024175,144.94561852036114,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94561852036114, -37.80241749595982], ""type"": ""Point""}",0,20.59051418,53,Signage,Sign - Public Transport,33927,,100121,,Sign - Public Transport 1 Panel,1251350,22678,,P.16
1574991,21,"-37.79509600016651, 144.9365369758595",Sign - Public Transport 1 Panel Bus Stop Type 4,,,,-37.795096,144.9365369758595,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9365369758595, -37.79509600016651], ""type"": ""Point""}",0,12.01896372,5,Signage,Sign - Public Transport,35413,,617411,,Sign - Public Transport 1 Panel,1574991,21319,,P.16
1233409,21,"-37.79700526969341, 144.96762216850632",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79700527,144.96762216850632,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96762216850632, -37.79700526969341], ""type"": ""Point""}",0,14.17948582,32,Signage,Sign - Public Transport,38209,,106186,,Sign - Public Transport 1 Panel,1233409,20536,,P.16
1250709,21,"-37.79643544425749, 144.95105741007433",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79643544,144.95105741007433,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95105741007433, -37.79643544425749], ""type"": ""Point""}",0,41.43510194,1,Signage,Sign - Public Transport,7621,,104198,,Sign - Public Transport 1 Panel,1250709,20921,,P.16
1249807,21,"-37.79632349721997, 144.94669442099848",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.7963235,144.94669442099848,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94669442099848, -37.79632349721997], ""type"": ""Point""}",0,10.89268323,359,Signage,Sign - Public Transport,11027,,500200,,Sign - Public Transport 1 Panel,1249807,21232,,P.16
1234412,21,"-37.79779448884971, 144.94406544679455",Sign - Public Transport 1 Panel Bus Stop Type 12,,,,-37.79779449,144.94406544679455,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94406544679455, -37.79779448884971], ""type"": ""Point""}",0,10.68317055,95,Signage,Sign - Public Transport,18489,,108727,,Sign - Public Transport 1 Panel,1234412,21214,,P.16
1248470,21,"-37.80139083296643, 144.95672641628454",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80139083,144.95672641628454,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95672641628454, -37.80139083296643], ""type"": ""Point""}",0,21.69632172,213,Signage,Sign - Public Transport,19093,,107520,,Sign - Public Transport 1 Panel,1248470,20594,,P.16
1243923,21,"-37.78840737180099, 144.94100543358434",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78840737,144.94100543358434,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94100543358434, -37.78840737180099], ""type"": ""Point""}",0,34.55825279,22,Signage,Sign - Public Transport,24568,,101994,,Sign - Public Transport 1 Panel,1243923,22426,,P.16
1547409,21,"-37.797767642321304, 144.9741533290422",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79776764,144.9741533290422,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9741533290422, -37.797767642321304], ""type"": ""Point""}",0,29.23997683,241,Signage,Sign - Public Transport,29611,,103052,,Sign - Public Transport 1 Panel,1547409,20597,,P.16
1479412,21,"-37.8026621513541, 144.96975397673893",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80266215,144.96975397673893,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96975397673893, -37.8026621513541], ""type"": ""Point""}",0,46.16875812,120,Signage,Sign - Public Transport,30149,,528461,,Sign - Public Transport 1 Panel,1479412,20558,,P.16
1257172,21,"-37.80581892901135, 144.95574943791024",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.80581893,144.95574943791024,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95574943791024, -37.80581892901135], ""type"": ""Point""}",0,13.61319889,118,Signage,Sign - Public Transport,33808,,109829,,Sign - Public Transport 1 Panel,1257172,20953,,P.16
1249773,21,"-37.795242474806884, 144.94679942011058",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79524247,144.94679942011058,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94679942011058, -37.795242474806884], ""type"": ""Point""}",0,18.06322576,225,Signage,Sign - Public Transport,34067,,100076,,Sign - Public Transport 1 Panel,1249773,21232,,P.16
1244488,21,"-37.77697303920087, 144.94970928774234",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.77697304,144.94970928774234,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.94970928774234, -37.77697303920087], ""type"": ""Point""}",0,36.15520837,163,Signage,Sign - Public Transport,35126,,639767,,Sign - Public Transport 1 Panel,1244488,30708,,P.16
1579927,21,"-37.79575422957359, 144.95827417192294",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.79575423,144.95827417192294,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95827417192294, -37.79575422957359], ""type"": ""Point""}",0,53.11278613,158,Signage,Sign - Public Transport,35677,,108456,,Sign - Public Transport 1 Panel,1579927,22603,,P.16
1576502,21,"-37.8010481279157, 144.9534576515341",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80104813,144.9534576515341,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9534576515341, -37.8010481279157], ""type"": ""Point""}",0,24.9969919,38,Signage,Sign - Public Transport,40039,,110262,,Sign - Public Transport 1 Panel,1576502,21124,,P.16
1479404,21,"-37.804610872159635, 144.9691537208721",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.80461087,144.9691537208721,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9691537208721, -37.804610872159635], ""type"": ""Point""}",0,4.34256802,143,Signage,Sign - Public Transport,42881,,108156,,Sign - Public Transport 1 Panel,1479404,20556,,P.16
1247562,21,"-37.79755334862349, 144.97488727650415",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79755335,144.97488727650415,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97488727650415, -37.79755334862349], ""type"": ""Point""}",0,75.22761474,225,Signage,Sign - Public Transport,44401,,511049,,Sign - Public Transport 1 Panel,1247562,20880,,P.16
1575589,21,"-37.8000216853513, 144.9595076126765",Sign - Public Transport 1 Panel Bus Stop Type 1,,,,-37.80002169,144.9595076126765,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9595076126765, -37.8000216853513], ""type"": ""Point""}",0,29.30671836,303,Signage,Sign - Public Transport,14552,,502495,,Sign - Public Transport 1 Panel,1575589,20850,,P.16
1247850,21,"-37.79412517227246, 144.96802316787404",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79412517,144.96802316787404,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.96802316787404, -37.79412517227246], ""type"": ""Point""}",0,43.65971255,133,Signage,Sign - Public Transport,19137,,522611,,Sign - Public Transport 1 Panel,1247850,20538,,P.16
1252370,21,"-37.779366174108, 144.9599419065271",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.77936617,144.9599419065271,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9599419065271, -37.779366174108], ""type"": ""Point""}",0,20.52678048,180,Signage,Sign - Public Transport,42321,,108524,,Sign - Public Transport 1 Panel,1252370,22393,,P.16
1249797,21,"-37.794951472118605, 144.9469434142297",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.79495147,144.9469434142297,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.9469434142297, -37.794951472118605], ""type"": ""Point""}",0,10.60437815,6,Signage,Sign - Public Transport,42849,,568083,,Sign - Public Transport 1 Panel,1249797,21235,,P.16
1252383,21,"-37.78188915501449, 144.95963193312105",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.78188916,144.95963193312105,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95963193312105, -37.78188915501449], ""type"": ""Point""}",0,25.26964339,212,Signage,Sign - Public Transport,2143,,108510,,Sign - Public Transport 1 Panel,1252383,22387,,P.16
1240877,21,"-37.797326843071275, 144.97009551587823",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79732684,144.97009551587823,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97009551587823, -37.797326843071275], ""type"": ""Point""}",0,3.89843097,117,Signage,Sign - Public Transport,27502,,511185,,Sign - Public Transport 1 Panel,1240877,20817,,P.16
1233403,21,"-37.795862870670625, 144.97092135820924",Sign - Public Transport 1 Panel Bus Stop Type 3,,,,-37.79586287,144.97092135820924,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.97092135820924, -37.795862870670625], ""type"": ""Point""}",0,3.07870395,7,Signage,Sign - Public Transport,30678,,108238,,Sign - Public Transport 1 Panel,1233403,20567,,P.16
1244569,21,"-37.78068129995275, 144.95126818156393",Sign - Public Transport 1 Panel Bus Stop Type 8,,,,-37.7806813,144.95126818156393,,,0,Bus Stops,1,1,,,,,,"{""coordinates"": [144.95126818156393, -37.78068129995275], ""type"": ""Point""}",0,70.43672599,308,Signage,Sign - Public Transport,31742,,111342,,Sign - Public Transport 1 Panel,1244569,30708,,P.16
