geo_point_2d,geo_shape,prop_id,no_smoking,level_1_na,addresspt1,event,full_name,addressp_1,training,dog_prohib,dog_off_le,venue_recn,addresspt,sport,promotion,bookable,level_3_na,wedding,roadseg_id,sustainabi,level_2_na
"{'lon': 144.98221959000998, 'lat': -37.81421592609631}","{'type': 'Feature', 'geometry': {'coordinates': [144.98221959000998, -37.81421592609631], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,74.99067918,N,Fitzroy Gardens:  FT - Lawn 20,353,N,N,N,125,102010,,,Y,,Y,0,M,FT - Lawn 20
"{'lon': 144.97922588127173, 'lat': -37.81366726003603}","{'type': 'Feature', 'geometry': {'coordinates': [144.97922588127173, -37.81366726003603], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,75.69132777,N,Fitzroy Gardens:  FT - Lawn 23,219,N,N,N,128,111454,,,Y,,Y,0,M,FT - Lawn 23
"{'lon': 144.9442602128394, 'lat': -37.7835554018556}","{'type': 'Feature', 'geometry': {'coordinates': [144.9442602128394, -37.7835554018556], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,1.92265838,N,Royal Park:  RP - Ross Straw Pavilion,347,N,N,N,279,622034,Y,,Y,,N,0,L,RP - Ross Straw Pavilion
"{'lon': 144.94071830480414, 'lat': -37.820390798392886}","{'type': 'Feature', 'geometry': {'coordinates': [144.94071830480414, -37.820390798392886], 'type': 'Point'}, 'properties': {}}",651910,N,Docklands,36.44455572,Y,Docklands:  Parks:  Buluk Park,308,N,N,N,1627,651910,N,,Y,Buluk Park,N,0,L,Parks
"{'lon': 144.9639539668349, 'lat': -37.81016918630516}","{'type': 'Feature', 'geometry': {'coordinates': [144.9639539668349, -37.81016918630516], 'type': 'Point'}, 'properties': {}}",0,N,Promotional Spaces,18.70816243,N,Promotional Spaces:  Melbourne Central Station - Swanston Street,279,N,N,N,542,532307,,,Y,,N,20161,,Melbourne Central Station - Swanston Street
"{'lon': 144.97160935341145, 'lat': -37.82501390648506}","{'type': 'Feature', 'geometry': {'coordinates': [144.97160935341145, -37.82501390648506], 'type': 'Point'}, 'properties': {}}",108615,N,Tom's Block,0.0,Y,Tom's Block:  Tom's Block,0,Y,N,N,420,0,,,Y,,N,0,M,Tom's Block
"{'lon': 144.95531877123642, 'lat': -37.77855677831291}","{'type': 'Feature', 'geometry': {'coordinates': [144.95531877123642, -37.77855677831291], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 9_Ransford Ct_F2_L3,0,N,N,N,268,0,Y,,Y,,N,0,L,RP - Lawn 9_Ransford Ct_F2_L3
"{'lon': 144.98200532503284, 'lat': -37.812010691974855}","{'type': 'Feature', 'geometry': {'coordinates': [144.98200532503284, -37.812010691974855], 'type': 'Point'}, 'properties': {}}",103807,Y,Fitzroy Gardens,0.0,Y,Fitzroy Gardens:  FT - Lawn 9/Old Bandstand,0,N,N,N,137,0,,,Y,,Y,0,M,FT - Lawn 9/Old Bandstand
"{'lon': 144.9554621837315, 'lat': -37.78557214679238}","{'type': 'Feature', 'geometry': {'coordinates': [144.9554621837315, -37.78557214679238], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Walker_M1,0,N,N,N,278,0,Y,,Y,,N,0,L,RP - Lawn 6_Walker_M1
"{'lon': 144.98237744450677, 'lat': -37.84179927057013}","{'type': 'Feature', 'geometry': {'coordinates': [144.98237744450677, -37.84179927057013], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 16 South West_Cs4_S1,0,N,N,N,90,0,Y,,Y,,N,0,M,FP - Lawn 16 South West_Cs4_S1
"{'lon': 144.97341493739142, 'lat': -37.812775775186815}","{'type': 'Feature', 'geometry': {'coordinates': [144.97341493739142, -37.812775775186815], 'type': 'Point'}, 'properties': {}}",108981,N,Promotional Spaces,36.986586,N,Promotional Spaces:  Parliament Station,118,N,N,N,748,531157,,,Y,,N,0,,Parliament Station
"{'lon': 144.9427921184255, 'lat': -37.78398401734769}","{'type': 'Feature', 'geometry': {'coordinates': [144.9427921184255, -37.78398401734769], 'type': 'Point'}, 'properties': {}}",107426,Y,Royal Park,0.0,N,Royal Park:  RP - Ross Straw Field 1 Nth_Ct,0,N,N,N,262,0,Y,,Y,,N,0,L,RP - Ross Straw Field 1 Nth_Ct
"{'lon': 144.95321923431288, 'lat': -37.80977855324393}","{'type': 'Feature', 'geometry': {'coordinates': [144.95321923431288, -37.80977855324393], 'type': 'Point'}, 'properties': {}}",102942,N,Flagstaff Gardens,64.79969374,Y,Flagstaff Gardens:  FG - Lawn 1,184,Y,N,N,148,105328,,,Y,,N,0,M,FG - Lawn 1
"{'lon': 144.9769888623327, 'lat': -37.82544855256293}","{'type': 'Feature', 'geometry': {'coordinates': [144.9769888623327, -37.82544855256293], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,0.0,Y,Kings Domain:  KD - Grotto,0,N,N,N,199,0,,,Y,,N,0,M,KD - Grotto
"{'lon': 144.9818422834418, 'lat': -37.81106886037066}","{'type': 'Feature', 'geometry': {'coordinates': [144.9818422834418, -37.81106886037066], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,0.0,Y,Fitzroy Gardens:  FT - Lawn 7,0,Y,N,N,112,0,,,Y,,Y,0,M,FT - Lawn 7
"{'lon': 144.97167207484955, 'lat': -37.8062220021546}","{'type': 'Feature', 'geometry': {'coordinates': [144.97167207484955, -37.8062220021546], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,72.92859882,N,Carlton Gardens:  CG - Lawn 17,223,N,N,N,35,546082,,,Y,,Y,0,L,CG - Lawn 17
"{'lon': 144.94591426383275, 'lat': -37.8185275492596}","{'type': 'Feature', 'geometry': {'coordinates': [144.94591426383275, -37.8185275492596], 'type': 'Point'}, 'properties': {}}",611788,N,Docklands,67.23392979,Y,Docklands:  All Other Spaces:  NAB forecourt,13,N,N,N,1394,600824,,,Y,NAB forecourt,N,23299,,All Other Spaces
"{'lon': 144.97311873626808, 'lat': -37.82085534193359}","{'type': 'Feature', 'geometry': {'coordinates': [144.97311873626808, -37.82085534193359], 'type': 'Point'}, 'properties': {}}",101101,N,Alexandra Gardens,24.78418123,Y,Alexandra Gardens:  AG - Dorchester Lawn,199,N,N,N,8,503001,,,Y,,N,0,H,AG - Dorchester Lawn
"{'lon': 144.976067122562, 'lat': -37.82511501234561}","{'type': 'Feature', 'geometry': {'coordinates': [144.976067122562, -37.82511501234561], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,0.0,Y,Kings Domain:  KD - Pioneer Women's Memorial,0,N,N,N,198,0,,,Y,,Y,0,M,KD - Pioneer Women's Memorial
"{'lon': 144.9740936152342, 'lat': -37.79315160624854}","{'type': 'Feature', 'geometry': {'coordinates': [144.9740936152342, -37.79315160624854], 'type': 'Point'}, 'properties': {}}",106893,N,Other Park Locations,11.21226994,Y,Other Park Locations:  Canning St Reserve (Neill St),279,N,N,N,348,580223,,,Y,,N,0,L,Canning St Reserve (Neill St)
"{'lon': 144.9543185279741, 'lat': -37.81054114458603}","{'type': 'Feature', 'geometry': {'coordinates': [144.9543185279741, -37.81054114458603], 'type': 'Point'}, 'properties': {}}",102942,N,Flagstaff Gardens,98.30666989,Y,Flagstaff Gardens:  FG - Lawn 7/Outdoor Stage,45,N,N,N,154,102941,,,Y,,Y,0,M,FG - Lawn 7/Outdoor Stage
"{'lon': 144.96125685811245, 'lat': -37.7854898349368}","{'type': 'Feature', 'geometry': {'coordinates': [144.96125685811245, -37.7854898349368], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Ct1_F1,0,N,N,N,205,0,Y,,Y,,N,0,M,PP - Ct1_F1
"{'lon': 144.97523037379176, 'lat': -37.81141955860035}","{'type': 'Feature', 'geometry': {'coordinates': [144.97523037379176, -37.81141955860035], 'type': 'Point'}, 'properties': {}}",107431,N,Other Park Locations,16.24877343,Y,Other Park Locations:  Burston Reserve,37,N,N,N,345,107431,,,Y,,N,0,L,Burston Reserve
"{'lon': 144.97200059019704, 'lat': -37.80696891171134}","{'type': 'Feature', 'geometry': {'coordinates': [144.97200059019704, -37.80696891171134], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,89.93045975,N,Carlton Gardens:  CG - Lawn 19,159,N,N,N,37,546082,,,Y,,Y,0,L,CG - Lawn 19
"{'lon': 144.9820236336056, 'lat': -37.815122798700756}","{'type': 'Feature', 'geometry': {'coordinates': [144.9820236336056, -37.815122798700756], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,78.77163579,N,Fitzroy Gardens:  FT - Lawn 30,356,N,N,N,136,102013,,,Y,,Y,0,M,FT - Lawn 30
"{'lon': 144.91366744937145, 'lat': -37.802449157916314}","{'type': 'Feature', 'geometry': {'coordinates': [144.91366744937145, -37.802449157916314], 'type': 'Point'}, 'properties': {}}",102986,N,Other Park Locations,99.1742364,Y,Other Park Locations:  Wildlife Reserve,89,N,N,N,405,102987,,,Y,,N,0,L,Wildlife Reserve
"{'lon': 144.98125044044048, 'lat': -37.84409411042584}","{'type': 'Feature', 'geometry': {'coordinates': [144.98125044044048, -37.84409411042584], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 20 West_T9_T6_Cs1_M1,0,N,N,Y,72,0,Y,,Y,,N,0,M,FP - Lawn 20 West_T9_T6_Cs1_M1
"{'lon': 144.97385088402874, 'lat': -37.82111847849652}","{'type': 'Feature', 'geometry': {'coordinates': [144.97385088402874, -37.82111847849652], 'type': 'Point'}, 'properties': {}}",101101,N,Alexandra Gardens,90.69921323,Y,Alexandra Gardens:  AG - Palm Lawn,167,Y,N,N,435,503001,,,Y,,N,0,H,AG - Palm Lawn
"{'lon': 144.96257078751347, 'lat': -37.78589363291953}","{'type': 'Feature', 'geometry': {'coordinates': [144.96257078751347, -37.78589363291953], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Nets (2) Tennis Courts,0,N,N,N,1342,0,Y,,Y,,N,0,M,PP - Nets (2) Tennis Courts
"{'lon': 144.92264481163645, 'lat': -37.79804493075953}","{'type': 'Feature', 'geometry': {'coordinates': [144.92264481163645, -37.79804493075953], 'type': 'Point'}, 'properties': {}}",105220,N,Holland Park,93.93444073,N,Holland Park:  HP - Ct_F1,97,N,N,Y,172,517639,Y,,Y,,N,0,M,HP - Ct_F1
"{'lon': 144.97903255227487, 'lat': -37.83991854635422}","{'type': 'Feature', 'geometry': {'coordinates': [144.97903255227487, -37.83991854635422], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,Y,Fawkner Park:  FP - Lawn 18_SB4_SB3_S4,0,N,N,Y,64,0,Y,,Y,,N,0,M,FP - Lawn 18_SB4_SB3_S4
"{'lon': 144.94373386693263, 'lat': -37.79911472938728}","{'type': 'Feature', 'geometry': {'coordinates': [144.94373386693263, -37.79911472938728], 'type': 'Point'}, 'properties': {}}",102913,Y,Other Park Locations,29.86978579,Y,Other Park Locations:  Gardiner Reserve,29,N,N,N,360,102913,,,Y,,N,0,L,Gardiner Reserve
"{'lon': 144.94759906602815, 'lat': -37.79219451711191}","{'type': 'Feature', 'geometry': {'coordinates': [144.94759906602815, -37.79219451711191], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 13_Flem Road_Cs1_S3,0,N,N,N,257,0,Y,,Y,,N,0,L,RP - Lawn 13_Flem Road_Cs1_S3
"{'lon': 144.95392976581286, 'lat': -37.78700392266655}","{'type': 'Feature', 'geometry': {'coordinates': [144.95392976581286, -37.78700392266655], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 6_Brens Ct_F4,0,N,N,N,253,0,Y,,Y,,N,0,L,RP - Lawn 6_Brens Ct_F4
"{'lon': 144.97139212312234, 'lat': -37.80150919771168}","{'type': 'Feature', 'geometry': {'coordinates': [144.97139212312234, -37.80150919771168], 'type': 'Point'}, 'properties': {}}",108269,N,Carlton Gardens,76.41511683,Y,Carlton Gardens:  CG - Lawn 1,83,N,N,N,19,101721,,,Y,,Y,0,L,CG - Lawn 1
"{'lon': 144.95360614269848, 'lat': -37.806440465708}","{'type': 'Feature', 'geometry': {'coordinates': [144.95360614269848, -37.806440465708], 'type': 'Point'}, 'properties': {}}",0,N,Other Park Locations,19.5985749,Y,Other Park Locations:  Howard & William St Reserve,343,N,N,N,370,110138,,,Y,,N,21382,L,Howard & William St Reserve
"{'lon': 144.9650858092593, 'lat': -37.81968991950801}","{'type': 'Feature', 'geometry': {'coordinates': [144.9650858092593, -37.81968991950801], 'type': 'Point'}, 'properties': {}}",598987,N,Promotional Spaces,22.26558689,N,Promotional Spaces:  Southbank Pedestrian Bridge,247,N,N,N,792,111240,,,Y,,N,22568,,Southbank Pedestrian Bridge
"{'lon': 144.94461367085572, 'lat': -37.82189961767696}","{'type': 'Feature', 'geometry': {'coordinates': [144.94461367085572, -37.82189961767696], 'type': 'Point'}, 'properties': {}}",624154,N,Docklands,39.12898723,Y,Docklands:  All Other Spaces:  Collins Landing,47,N,N,N,1617,624154,,,Y,Collins Landing,N,23301,,All Other Spaces
"{'lon': 144.97640202807304, 'lat': -37.81363858190839}","{'type': 'Feature', 'geometry': {'coordinates': [144.97640202807304, -37.81363858190839], 'type': 'Point'}, 'properties': {}}",108996,N,Treasury Gardens,85.55440357,Y,Treasury Gardens:  TG - Lawn 5/JFK Memorial,118,N,N,N,298,109545,,,Y,,Y,0,M,TG - Lawn 5/JFK Memorial
"{'lon': 144.97510003291222, 'lat': -37.82584897603365}","{'type': 'Feature', 'geometry': {'coordinates': [144.97510003291222, -37.82584897603365], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,84.90757598,Y,Kings Domain:  KD - Lawn 7/Gazebo,104,N,N,N,197,529524,,,Y,,Y,0,M,KD - Lawn 7/Gazebo
"{'lon': 144.97202512594478, 'lat': -37.823845823878564}","{'type': 'Feature', 'geometry': {'coordinates': [144.97202512594478, -37.823845823878564], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,0.0,Y,Kings Domain:  KD - Lawn 3,0,Y,N,N,177,0,,,Y,,N,0,M,KD - Lawn 3
"{'lon': 144.94447700468683, 'lat': -37.8152469130705}","{'type': 'Feature', 'geometry': {'coordinates': [144.94447700468683, -37.8152469130705], 'type': 'Point'}, 'properties': {}}",611785,N,Docklands,15.01484336,Y,Docklands:  Promotional Sites:  2.Harbour Esplanade North,20,N,N,N,1224,611785,,,Y,2.Harbour Esplanade North,N,22452,,Promotional Sites
"{'lon': 144.98237744450677, 'lat': -37.84179927057013}","{'type': 'Feature', 'geometry': {'coordinates': [144.98237744450677, -37.84179927057013], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 16 North East_SB5_Cs5,0,N,N,N,62,0,Y,,Y,,N,0,M,FP - Lawn 16 North East_SB5_Cs5
"{'lon': 144.97695462618063, 'lat': -37.81472178562492}","{'type': 'Feature', 'geometry': {'coordinates': [144.97695462618063, -37.81472178562492], 'type': 'Point'}, 'properties': {}}",108996,N,Treasury Gardens,81.34633198,Y,Treasury Gardens:  TG - Lawn 7,60,N,N,N,297,531039,,,Y,,Y,0,M,TG - Lawn 7
"{'lon': 144.9703669487038, 'lat': -37.821748399482225}","{'type': 'Feature', 'geometry': {'coordinates': [144.9703669487038, -37.821748399482225], 'type': 'Point'}, 'properties': {}}",111022,N,Queen Victoria Gardens,64.32289021,Y,Queen Victoria Gardens:  QV - Lawn 2,347,N,N,N,223,111022,,,Y,,Y,0,L,QV - Lawn 2
"{'lon': 144.97402280563833, 'lat': -37.81230536093349}","{'type': 'Feature', 'geometry': {'coordinates': [144.97402280563833, -37.81230536093349], 'type': 'Point'}, 'properties': {}}",108995,N,Other Park Locations,63.08410675,Y,Other Park Locations:  Gordon Reserve,196,N,N,N,363,543134,,,Y,,N,0,L,Gordon Reserve
"{'lon': 144.96748034393255, 'lat': -37.81814733672473}","{'type': 'Feature', 'geometry': {'coordinates': [144.96748034393255, -37.81814733672473], 'type': 'Point'}, 'properties': {}}",104034,N,Promotional Spaces,3.57963057,N,Promotional Spaces:  Flinders St Station,170,N,N,N,762,610669,,,Y,,N,22195,,Flinders St Station
"{'lon': 144.97208336442085, 'lat': -37.801873179409036}","{'type': 'Feature', 'geometry': {'coordinates': [144.97208336442085, -37.801873179409036], 'type': 'Point'}, 'properties': {}}",108269,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 2,0,N,N,N,20,0,,,Y,,Y,0,L,CG - Lawn 2
"{'lon': 144.97094002506728, 'lat': -37.80248032934897}","{'type': 'Feature', 'geometry': {'coordinates': [144.97094002506728, -37.80248032934897], 'type': 'Point'}, 'properties': {}}",108269,N,Carlton Gardens,0.0,Y,Carlton Gardens:  CG - Lawn 4,0,N,N,N,22,0,,,Y,,Y,0,L,CG - Lawn 4
"{'lon': 144.95521917866634, 'lat': -37.77990471424554}","{'type': 'Feature', 'geometry': {'coordinates': [144.95521917866634, -37.77990471424554], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 9_Ryder Ct_S1,0,N,N,N,266,0,Y,,Y,,N,0,L,RP - Lawn 9_Ryder Ct_S1
"{'lon': 144.9671007316638, 'lat': -37.81592857180709}","{'type': 'Feature', 'geometry': {'coordinates': [144.9671007316638, -37.81592857180709], 'type': 'Point'}, 'properties': {}}",109419,N,Promotional Spaces,15.78783315,Y,Promotional Spaces:  City Square,212,N,N,N,824,655195,,,Y,,N,0,,City Square
"{'lon': 144.96173019375894, 'lat': -37.81080310058936}","{'type': 'Feature', 'geometry': {'coordinates': [144.96173019375894, -37.81080310058936], 'type': 'Point'}, 'properties': {}}",0,N,Promotional Spaces,20.15941462,N,Promotional Spaces:  Melbourne Central Station - Elizabeth Street,71,N,N,N,1364,601448,,,Y,,N,20169,,Melbourne Central Station - Elizabeth Street
"{'lon': 144.97016355027458, 'lat': -37.80664955602868}","{'type': 'Feature', 'geometry': {'coordinates': [144.97016355027458, -37.80664955602868], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,78.59724285,N,Carlton Gardens:  CG - Lawn 12,0,N,N,N,30,546082,,,Y,,Y,0,L,CG - Lawn 12
"{'lon': 144.94261415211434, 'lat': -37.78556955918817}","{'type': 'Feature', 'geometry': {'coordinates': [144.94261415211434, -37.78556955918817], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,63.14398009,N,Royal Park:  RP - Ross Straw Field S5 (on Ross Straw BB),181,N,N,N,261,106428,Y,,Y,,N,0,L,RP - Ross Straw Field S5 (on Ross Straw BB)
"{'lon': 144.9239684670699, 'lat': -37.79114759202695}","{'type': 'Feature', 'geometry': {'coordinates': [144.9239684670699, -37.79114759202695], 'type': 'Point'}, 'properties': {}}",103363,N,Other Park Locations,38.73435411,Y,Other Park Locations:  Women's Peace Garden,128,N,N,N,406,541957,,,Y,,N,0,L,Women's Peace Garden
"{'lon': 144.9427921184255, 'lat': -37.78398401734769}","{'type': 'Feature', 'geometry': {'coordinates': [144.9427921184255, -37.78398401734769], 'type': 'Point'}, 'properties': {}}",107426,Y,Royal Park,0.0,N,Royal Park:  RP - Ross Straw Field B2 West,0,N,N,N,265,0,Y,,Y,,N,0,L,RP - Ross Straw Field B2 West
"{'lon': 144.955236671582, 'lat': -37.78697065657136}","{'type': 'Feature', 'geometry': {'coordinates': [144.955236671582, -37.78697065657136], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,57.88822249,N,Royal Park:  RP - Lawn 6_Bourke and Wills,116,N,N,N,241,587540,Y,,Y,,N,0,L,RP - Lawn 6_Bourke and Wills
"{'lon': 144.92281116303351, 'lat': -37.78808540808589}","{'type': 'Feature', 'geometry': {'coordinates': [144.92281116303351, -37.78808540808589], 'type': 'Point'}, 'properties': {}}",618421,N,Newmarket Reserve,0.0,Y,Newmarket Reserve:  Newmarket Ct_S,0,N,N,N,1345,0,Y,,Y,,N,0,L,Newmarket Ct_S
"{'lon': 144.97156729933138, 'lat': -37.798366165372386}","{'type': 'Feature', 'geometry': {'coordinates': [144.97156729933138, -37.798366165372386], 'type': 'Point'}, 'properties': {}}",106290,N,Other Park Locations,10.18379338,Y,Other Park Locations:  Macarthur Square,70,N,N,N,378,106290,,,Y,,N,0,L,Macarthur Square
"{'lon': 144.9789180406222, 'lat': -37.81420217875374}","{'type': 'Feature', 'geometry': {'coordinates': [144.9789180406222, -37.81420217875374], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,35.42281515,Y,Fitzroy Gardens:  FT - Lawn 25,159,N,N,N,130,111454,,,Y,,Y,0,M,FT - Lawn 25
"{'lon': 144.9609096148945, 'lat': -37.790300580548156}","{'type': 'Feature', 'geometry': {'coordinates': [144.9609096148945, -37.790300580548156], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,Y,Princes Park:  PP - Lawn 1_S4,0,Y,N,Y,214,0,Y,,Y,,N,0,M,PP - Lawn 1_S4
"{'lon': 144.93081887965192, 'lat': -37.79549541762062}","{'type': 'Feature', 'geometry': {'coordinates': [144.93081887965192, -37.79549541762062], 'type': 'Point'}, 'properties': {}}",0,Y,Other Park Locations,28.99477839,Y,Other Park Locations:  Bellair Street Reserve,157,N,N,N,344,100990,,,Y,,N,30582,L,Bellair Street Reserve
"{'lon': 144.97463978124, 'lat': -37.824767413750216}","{'type': 'Feature', 'geometry': {'coordinates': [144.97463978124, -37.824767413750216], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,38.86214775,Y,Kings Domain:  KD - Lawn 4,289,Y,N,N,179,529525,,,Y,,N,0,M,KD - Lawn 4
"{'lon': 144.9427921184255, 'lat': -37.78398401734769}","{'type': 'Feature', 'geometry': {'coordinates': [144.9427921184255, -37.78398401734769], 'type': 'Point'}, 'properties': {}}",107426,Y,Royal Park,0.0,N,Royal Park:  RP - Ross Straw Field 2 Sth_Ct,0,N,N,N,263,0,Y,,Y,,N,0,L,RP - Ross Straw Field 2 Sth_Ct
"{'lon': 144.97082104446253, 'lat': -37.80620609216334}","{'type': 'Feature', 'geometry': {'coordinates': [144.97082104446253, -37.80620609216334], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,54.57055686,N,Carlton Gardens:  CG - Lawn 11,294,N,N,N,29,546082,,,Y,,Y,0,L,CG - Lawn 11
"{'lon': 144.9782884163219, 'lat': -37.81387558368636}","{'type': 'Feature', 'geometry': {'coordinates': [144.9782884163219, -37.81387558368636], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,32.2586383,N,Fitzroy Gardens:  FT - Lawn 26,316,N,N,N,131,111454,,,Y,,Y,0,M,FT - Lawn 26
"{'lon': 144.97788337151445, 'lat': -37.837961944061746}","{'type': 'Feature', 'geometry': {'coordinates': [144.97788337151445, -37.837961944061746], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,95.92767716,Y,Fawkner Park:  FP - Lawn 3,64,Y,N,Y,49,578355,N,,Y,,N,0,M,FP - Lawn 3
"{'lon': 144.9612333391193, 'lat': -37.78788013831968}","{'type': 'Feature', 'geometry': {'coordinates': [144.9612333391193, -37.78788013831968], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,N,Princes Park:  PP -  S3,0,N,N,N,212,0,Y,,Y,,N,0,M,PP -  S3
"{'lon': 144.94493155458156, 'lat': -37.81836832504971}","{'type': 'Feature', 'geometry': {'coordinates': [144.94493155458156, -37.81836832504971], 'type': 'Point'}, 'properties': {}}",611788,N,Docklands,98.94673731,Y,Docklands:  All Other Spaces:  Victoria Harbour Promenade East,198,N,N,N,1313,611784,,,Y,Victoria Harbour Promenade East,N,23299,,All Other Spaces
"{'lon': 144.98130980829364, 'lat': -37.81511693244376}","{'type': 'Feature', 'geometry': {'coordinates': [144.98130980829364, -37.81511693244376], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,0.0,N,Fitzroy Gardens:  FT - Lawn 29,0,N,N,N,135,0,,,Y,,Y,0,M,FT - Lawn 29
