geo_point_2d,geo_shape,prop_id,no_smoking,level_1_na,addresspt1,event,full_name,addressp_1,training,dog_prohib,dog_off_le,venue_recn,addresspt,sport,promotion,bookable,level_3_na,wedding,roadseg_id,sustainabi,level_2_na
"{'lon': 144.97631903062583, 'lat': -37.83686941272227}","{'type': 'Feature', 'geometry': {'coordinates': [144.97631903062583, -37.83686941272227], 'type': 'Point'}, 'properties': {}}",587425,N,Other Park Locations,31.95759795,Y,Other Park Locations:  Toorak & St Kilda Road,48,N,N,N,399,109540,,,Y,,N,0,L,Toorak & St Kilda Road
"{'lon': 144.96105370796076, 'lat': -37.77864670473415}","{'type': 'Feature', 'geometry': {'coordinates': [144.96105370796076, -37.77864670473415], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,61.44025708,Y,Princes Park:  PP - Lawn 6,214,Y,N,N,219,526307,N,,Y,,N,0,M,PP - Lawn 6
"{'lon': 144.973021941446, 'lat': -37.82711468437653}","{'type': 'Feature', 'geometry': {'coordinates': [144.973021941446, -37.82711468437653], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,0.0,Y,Kings Domain:  KD - Lawn 12,0,Y,N,N,187,0,,,Y,,N,0,M,KD - Lawn 12
"{'lon': 144.95486089159274, 'lat': -37.81175509710494}","{'type': 'Feature', 'geometry': {'coordinates': [144.95486089159274, -37.81175509710494], 'type': 'Point'}, 'properties': {}}",102942,N,Flagstaff Gardens,0.0,Y,Flagstaff Gardens:  FG - Lawn 12,0,Y,N,N,159,0,,,Y,,N,0,M,FG - Lawn 12
"{'lon': 144.9234666007344, 'lat': -37.788470093709485}","{'type': 'Feature', 'geometry': {'coordinates': [144.9234666007344, -37.788470093709485], 'type': 'Point'}, 'properties': {}}",618421,N,Newmarket Reserve,53.29046812,N,Newmarket Reserve:  Newmarket Pavilion,330,N,N,N,1346,617780,Y,,Y,,N,0,L,Newmarket Pavilion
"{'lon': 144.9814109466398, 'lat': -37.81414491702501}","{'type': 'Feature', 'geometry': {'coordinates': [144.9814109466398, -37.81414491702501], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,84.89156771,Y,Fitzroy Gardens:  FT - Lawn 21,206,N,N,N,126,103808,,,Y,,Y,0,M,FT - Lawn 21
"{'lon': 144.98015573811645, 'lat': -37.81205157312452}","{'type': 'Feature', 'geometry': {'coordinates': [144.98015573811645, -37.81205157312452], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,0.0,Y,Fitzroy Gardens:  FT - Lawn 11/Dolphin Fountain/Bronze Boy & Urn,0,N,N,N,138,0,,,Y,,Y,0,M,FT - Lawn 11/Dolphin Fountain/Bronze Boy & Urn
"{'lon': 144.96425597799097, 'lat': -37.820379916209816}","{'type': 'Feature', 'geometry': {'coordinates': [144.96425597799097, -37.820379916209816], 'type': 'Point'}, 'properties': {}}",111302,N,Promotional Spaces,81.022573,Y,Promotional Spaces:  Southbank Spillway,360,N,N,N,823,596447,,,Y,,N,0,,Southbank Spillway
"{'lon': 144.98183534800913, 'lat': -37.83985718618082}","{'type': 'Feature', 'geometry': {'coordinates': [144.98183534800913, -37.83985718618082], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,3.99128603,N,Fawkner Park:  FP - Northern Pavilion East,111,N,N,N,1355,587543,Y,,Y,,N,0,M,FP - Northern Pavilion East
"{'lon': 144.98036176101897, 'lat': -37.84207961445361}","{'type': 'Feature', 'geometry': {'coordinates': [144.98036176101897, -37.84207961445361], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 19 South_ T4_Ct5_S6,0,N,N,Y,74,0,Y,,Y,,N,0,M,FP - Lawn 19 South_ T4_Ct5_S6
"{'lon': 144.9574659757651, 'lat': -37.7888362464939}","{'type': 'Feature', 'geometry': {'coordinates': [144.9574659757651, -37.7888362464939], 'type': 'Point'}, 'properties': {}}",110940,N,Other Park Locations,39.4869707,Y,Other Park Locations:  Clunies Ross Reserve (The Avenue),264,N,N,N,352,110940,,,Y,,N,0,L,Clunies Ross Reserve (The Avenue)
"{'lon': 144.93911928904672, 'lat': -37.796358453208505}","{'type': 'Feature', 'geometry': {'coordinates': [144.93911928904672, -37.796358453208505], 'type': 'Point'}, 'properties': {}}",106339,N,Other Park Locations,42.40450422,Y,Other Park Locations:  Clayton Reserve,64,N,N,Y,351,106339,,,Y,,N,0,L,Clayton Reserve
"{'lon': 144.98036176101897, 'lat': -37.84207961445361}","{'type': 'Feature', 'geometry': {'coordinates': [144.98036176101897, -37.84207961445361], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 19 North_SB8_Ct1_S8_F1,0,N,N,Y,71,0,Y,,Y,,N,0,M,FP - Lawn 19 North_SB8_Ct1_S8_F1
"{'lon': 144.92516606031543, 'lat': -37.79852909808418}","{'type': 'Feature', 'geometry': {'coordinates': [144.92516606031543, -37.79852909808418], 'type': 'Point'}, 'properties': {}}",105220,Y,Holland Park,0.0,N,Holland Park:  HP - Football 2_Cs1,0,N,N,Y,173,0,Y,,Y,,N,0,M,HP - Football 2_Cs1
"{'lon': 144.9555041821315, 'lat': -37.80281698186015}","{'type': 'Feature', 'geometry': {'coordinates': [144.9555041821315, -37.80281698186015], 'type': 'Point'}, 'properties': {}}",110909,N,Other Park Locations,13.33835688,Y,Other Park Locations:  Bedford Street Reserve,137,N,N,N,343,110909,,,Y,,N,0,L,Bedford Street Reserve
"{'lon': 144.9703352067697, 'lat': -37.80567410509057}","{'type': 'Feature', 'geometry': {'coordinates': [144.9703352067697, -37.80567410509057], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 9,0,N,N,N,27,0,,,Y,,Y,0,L,CG - Lawn 9
"{'lon': 144.92442027151208, 'lat': -37.79764033693619}","{'type': 'Feature', 'geometry': {'coordinates': [144.92442027151208, -37.79764033693619], 'type': 'Point'}, 'properties': {}}",105220,N,Holland Park,0.0,Y,Holland Park:  HP - Soccer_Cs2_ Synthetic,0,N,N,N,169,0,Y,,Y,,N,0,M,HP - Soccer_Cs2_ Synthetic
"{'lon': 144.92390716229923, 'lat': -37.79850806274544}","{'type': 'Feature', 'geometry': {'coordinates': [144.92390716229923, -37.79850806274544], 'type': 'Point'}, 'properties': {}}",105220,Y,Holland Park,0.0,N,Holland Park:  HP - Running Track,0,N,N,Y,1361,0,Y,,Y,,N,0,M,HP - Running Track
"{'lon': 144.9798491967805, 'lat': -37.81412407658255}","{'type': 'Feature', 'geometry': {'coordinates': [144.9798491967805, -37.81412407658255], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,51.77449546,Y,Fitzroy Gardens:  FT - Lawn 24/Boy on a Turtle,235,N,N,N,143,111453,,,Y,,Y,0,M,FT - Lawn 24/Boy on a Turtle
"{'lon': 144.98258173896897, 'lat': -37.82623562362023}","{'type': 'Feature', 'geometry': {'coordinates': [144.98258173896897, -37.82623562362023], 'type': 'Point'}, 'properties': {}}",0,N,Other Park Locations,0.0,Y,Other Park Locations:  Stapley Parade Reserve,0,N,N,N,395,0,,,Y,,N,22644,L,Stapley Parade Reserve
"{'lon': 144.98237744450677, 'lat': -37.84179927057013}","{'type': 'Feature', 'geometry': {'coordinates': [144.98237744450677, -37.84179927057013], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 16 South East_T10_S5,0,N,N,N,91,0,Y,,Y,,N,0,M,FP - Lawn 16 South East_T10_S5
"{'lon': 144.97372963396307, 'lat': -37.82764499797872}","{'type': 'Feature', 'geometry': {'coordinates': [144.97372963396307, -37.82764499797872], 'type': 'Point'}, 'properties': {}}",111029,N,Kings Domain,90.53486025,Y,Kings Domain:  KD - Lawn 13,18,N,N,N,188,111030,,,Y,,N,0,M,KD - Lawn 13
"{'lon': 144.9375827252431, 'lat': -37.81566820528829}","{'type': 'Feature', 'geometry': {'coordinates': [144.9375827252431, -37.81566820528829], 'type': 'Point'}, 'properties': {}}",632876,N,Docklands,20.12623365,Y,Docklands:  Parks:  Quay Park,297,N,N,N,1576,632880,N,,Y,Quay Park,N,0,L,Parks
"{'lon': 144.95316579832524, 'lat': -37.79596016662455}","{'type': 'Feature', 'geometry': {'coordinates': [144.95316579832524, -37.79596016662455], 'type': 'Point'}, 'properties': {}}",103910,Y,Other Park Locations,63.2028553,Y,Other Park Locations:  Ievers Reserve,324,N,N,N,371,107255,,,Y,,N,0,L,Ievers Reserve
"{'lon': 144.98360246627576, 'lat': -37.8440435375902}","{'type': 'Feature', 'geometry': {'coordinates': [144.98360246627576, -37.8440435375902], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,77.17142923,N,Fawkner Park:  FP - Lawn 22_Cs3_S2,2,N,N,Y,68,107448,Y,,Y,,N,0,M,FP - Lawn 22_Cs3_S2
"{'lon': 144.95675744610313, 'lat': -37.778734622101226}","{'type': 'Feature', 'geometry': {'coordinates': [144.95675744610313, -37.778734622101226], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 9_McAlister Ct_F3,0,N,N,N,270,0,Y,,Y,,N,0,L,RP - Lawn 9_McAlister Ct_F3
"{'lon': 144.96124036180393, 'lat': -37.78664887784743}","{'type': 'Feature', 'geometry': {'coordinates': [144.96124036180393, -37.78664887784743], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Lawn 2_Summer Touch (6),0,N,N,N,215,0,Y,,Y,,N,0,M,PP - Lawn 2_Summer Touch (6)
"{'lon': 144.95940887405254, 'lat': -37.82023449697838}","{'type': 'Feature', 'geometry': {'coordinates': [144.95940887405254, -37.82023449697838], 'type': 'Point'}, 'properties': {}}",103973,N,Enterprise Park,51.92617301,Y,Enterprise Park:  EP - Lawn 2,165,N,N,N,45,602950,,,Y,,N,0,H,EP - Lawn 2
"{'lon': 144.9673606957155, 'lat': -37.828688522604}","{'type': 'Feature', 'geometry': {'coordinates': [144.9673606957155, -37.828688522604], 'type': 'Point'}, 'properties': {}}",111526,N,Other Park Locations,1.87644942,Y,Other Park Locations:  Miles & Dodds St Reserve,161,N,N,N,380,111526,,,Y,,N,0,L,Miles & Dodds St Reserve
"{'lon': 144.98172146083033, 'lat': -37.84314053115123}","{'type': 'Feature', 'geometry': {'coordinates': [144.98172146083033, -37.84314053115123], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,3.76647007,N,Fawkner Park:  FP - Southern Pavilion Social Area,242,N,N,Y,428,587544,Y,,Y,,N,0,M,FP - Southern Pavilion Social Area
"{'lon': 144.9725910031422, 'lat': -37.80961913141845}","{'type': 'Feature', 'geometry': {'coordinates': [144.9725910031422, -37.80961913141845], 'type': 'Point'}, 'properties': {}}",105667,N,Other Park Locations,14.50985324,Y,Other Park Locations:  Gillott Reserve,217,N,N,N,361,105667,,,Y,,N,0,L,Gillott Reserve
"{'lon': 144.97272275612292, 'lat': -37.80655618975174}","{'type': 'Feature', 'geometry': {'coordinates': [144.97272275612292, -37.80655618975174], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,0.0,N,Carlton Gardens:  CG - Lawn 21,0,N,N,N,39,0,,,Y,,Y,0,L,CG - Lawn 21
"{'lon': 144.97065806608953, 'lat': -37.82274632124668}","{'type': 'Feature', 'geometry': {'coordinates': [144.97065806608953, -37.82274632124668], 'type': 'Point'}, 'properties': {}}",111022,N,Queen Victoria Gardens,0.0,N,Queen Victoria Gardens:  QV - Lawn 11/Floral Clock,0,N,N,N,235,0,,,Y,,Y,0,L,QV - Lawn 11/Floral Clock
"{'lon': 144.96131042982304, 'lat': -37.78069121952157}","{'type': 'Feature', 'geometry': {'coordinates': [144.96131042982304, -37.78069121952157], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,Y,Princes Park:  PP - Lawn 5 (DOG OFF LEASH),0,N,N,Y,218,0,N,,Y,,N,0,M,PP - Lawn 5 (DOG OFF LEASH)
"{'lon': 144.9729865712068, 'lat': -37.80165263164489}","{'type': 'Feature', 'geometry': {'coordinates': [144.9729865712068, -37.80165263164489], 'type': 'Point'}, 'properties': {}}",108269,N,Carlton Gardens,73.72515164,N,Carlton Gardens:  CG - Lawn 3,83,N,N,N,21,101736,,,Y,,Y,0,L,CG - Lawn 3
"{'lon': 144.96588887966234, 'lat': -37.80243730306906}","{'type': 'Feature', 'geometry': {'coordinates': [144.96588887966234, -37.80243730306906], 'type': 'Point'}, 'properties': {}}",106097,N,Other Park Locations,61.96847942,Y,Other Park Locations:  Argyle Square Stage Only,83,N,N,N,1362,100575,,,Y,,N,0,L,Argyle Square Stage Only
"{'lon': 144.97349935358883, 'lat': -37.80982526738648}","{'type': 'Feature', 'geometry': {'coordinates': [144.97349935358883, -37.80982526738648], 'type': 'Point'}, 'properties': {}}",106982,N,Other Park Locations,45.92665311,Y,Other Park Locations:  Parliament Reserve,59,N,N,N,418,106982,,,Y,,N,0,L,Parliament Reserve
"{'lon': 144.97483431619727, 'lat': -37.82138186414242}","{'type': 'Feature', 'geometry': {'coordinates': [144.97483431619727, -37.82138186414242], 'type': 'Point'}, 'properties': {}}",100385,N,Alexandra Gardens,0.0,Y,Alexandra Gardens:  AG - Henley Landing,0,N,N,N,5,0,,,Y,,N,0,H,AG - Henley Landing
"{'lon': 144.96647963539363, 'lat': -37.78539828659486}","{'type': 'Feature', 'geometry': {'coordinates': [144.96647963539363, -37.78539828659486], 'type': 'Point'}, 'properties': {}}",106380,N,Other Park Locations,41.56399607,Y,Other Park Locations:  Hardy Reserve,177,N,N,N,365,106380,,,Y,,N,0,L,Hardy Reserve
"{'lon': 144.98172146083033, 'lat': -37.84314053115123}","{'type': 'Feature', 'geometry': {'coordinates': [144.98172146083033, -37.84314053115123], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,3.76647007,N,Fawkner Park:  FP - Southern Pavilion Changerooms,242,N,N,Y,104,587544,Y,,Y,,N,0,M,FP - Southern Pavilion Changerooms
"{'lon': 144.9771809900954, 'lat': -37.81598743953911}","{'type': 'Feature', 'geometry': {'coordinates': [144.9771809900954, -37.81598743953911], 'type': 'Point'}, 'properties': {}}",109992,N,Other Park Locations,10.56411163,Y,Other Park Locations:  Wellington Park,351,Y,N,N,404,109992,,,Y,,N,0,L,Wellington Park
"{'lon': 144.9612333391193, 'lat': -37.78788013831968}","{'type': 'Feature', 'geometry': {'coordinates': [144.9612333391193, -37.78788013831968], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,N,Princes Park:  PP - Ct2,0,N,N,N,207,0,Y,,Y,,N,0,M,PP - Ct2
"{'lon': 144.93913254675704, 'lat': -37.81595118177078}","{'type': 'Feature', 'geometry': {'coordinates': [144.93913254675704, -37.81595118177078], 'type': 'Point'}, 'properties': {}}",593731,N,Docklands,21.63246747,Y,Docklands:  Promotional Sites:  4.New Quay Promenade West,133,N,N,N,1226,604303,,,Y,4.New Quay Promenade West,N,23297,,Promotional Sites
"{'lon': 144.94771155926824, 'lat': -37.80606674183848}","{'type': 'Feature', 'geometry': {'coordinates': [144.94771155926824, -37.80606674183848], 'type': 'Point'}, 'properties': {}}",110906,N,Other Park Locations,8.84776937,Y,"Other Park Locations:  Hawke, Miller & Curzon St",328,N,N,N,369,110906,,,Y,,N,0,L,"Hawke, Miller & Curzon St"
"{'lon': 144.9530654381132, 'lat': -37.77810073831752}","{'type': 'Feature', 'geometry': {'coordinates': [144.9530654381132, -37.77810073831752], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,0.0,N,Royal Park:  RP - Lawn 9_Western Ct_F1_L1_L2,0,N,N,N,272,0,Y,,Y,,N,0,L,RP - Lawn 9_Western Ct_F1_L1_L2
"{'lon': 144.98909111672506, 'lat': -37.81282564886206}","{'type': 'Feature', 'geometry': {'coordinates': [144.98909111672506, -37.81282564886206], 'type': 'Point'}, 'properties': {}}",102411,N,Other Park Locations,40.2685501,Y,Other Park Locations:  Darling Square,353,N,N,N,354,102411,,,Y,,N,0,L,Darling Square
"{'lon': 144.96941128927938, 'lat': -37.82000845635013}","{'type': 'Feature', 'geometry': {'coordinates': [144.96941128927938, -37.82000845635013], 'type': 'Point'}, 'properties': {}}",101101,N,Alexandra Gardens,0.0,Y,Alexandra Gardens:  AG - Lawn2/Peppercorn Lawn,0,Y,N,N,419,0,,,Y,,N,0,H,AG - Lawn2/Peppercorn Lawn
"{'lon': 144.977830455731, 'lat': -37.8176183608617}","{'type': 'Feature', 'geometry': {'coordinates': [144.977830455731, -37.8176183608617], 'type': 'Point'}, 'properties': {}}",0,N,Other Park Locations,0.0,Y,Other Park Locations:  Wellington Crescent,0,N,N,N,403,0,,,Y,,N,21971,L,Wellington Crescent
"{'lon': 144.9697226042961, 'lat': -37.80623668386974}","{'type': 'Feature', 'geometry': {'coordinates': [144.9697226042961, -37.80623668386974], 'type': 'Point'}, 'properties': {}}",108268,N,Carlton Gardens,78.56806687,Y,Carlton Gardens:  CG - Lawn 10/Dalai Lama Peace Garden,164,N,N,N,28,108154,,,Y,,Y,0,L,CG - Lawn 10/Dalai Lama Peace Garden
"{'lon': 144.94565942520038, 'lat': -37.796347199359644}","{'type': 'Feature', 'geometry': {'coordinates': [144.94565942520038, -37.796347199359644], 'type': 'Point'}, 'properties': {}}",101395,N,Other Park Locations,6.92606023,Y,Other Park Locations:  Pleasance Gardens,254,N,N,N,384,101395,,,Y,,N,0,L,Pleasance Gardens
"{'lon': 144.963377362942, 'lat': -37.82053851243121}","{'type': 'Feature', 'geometry': {'coordinates': [144.963377362942, -37.82053851243121], 'type': 'Point'}, 'properties': {}}",111302,N,Other Park Locations,62.39325145,Y,Other Park Locations:  Southbank Promenade - grass area,142,N,N,N,393,558548,,,Y,,N,0,L,Southbank Promenade - grass area
"{'lon': 144.92266340403762, 'lat': -37.792514022427625}","{'type': 'Feature', 'geometry': {'coordinates': [144.92266340403762, -37.792514022427625], 'type': 'Point'}, 'properties': {}}",110081,N,Other Park Locations,22.95735819,Y,Other Park Locations:  Peppercorn Park,124,N,N,N,383,107565,,,Y,,N,0,L,Peppercorn Park
"{'lon': 144.98125044044048, 'lat': -37.84409411042584}","{'type': 'Feature', 'geometry': {'coordinates': [144.98125044044048, -37.84409411042584], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,0.0,N,Fawkner Park:  FP - Lawn 20 East_T5_T7_M2_Ct4,0,N,N,Y,93,0,Y,,Y,,N,0,M,FP - Lawn 20 East_T5_T7_M2_Ct4
"{'lon': 144.9558837698553, 'lat': -37.781385849986435}","{'type': 'Feature', 'geometry': {'coordinates': [144.9558837698553, -37.781385849986435], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,6.46392703,N,Royal Park:  RP - Poplar Pavilion,302,N,N,N,284,110274,Y,,Y,,N,0,L,RP - Poplar Pavilion
"{'lon': 144.96740800459668, 'lat': -37.81680770194005}","{'type': 'Feature', 'geometry': {'coordinates': [144.96740800459668, -37.81680770194005], 'type': 'Point'}, 'properties': {}}",110760,N,Other Park Locations,37.59494902,N,Other Park Locations:  St Paul's Cathedral,200,N,N,N,390,531607,,,Y,,N,0,L,St Paul's Cathedral
"{'lon': 144.94267439979842, 'lat': -37.82348746663394}","{'type': 'Feature', 'geometry': {'coordinates': [144.94267439979842, -37.82348746663394], 'type': 'Point'}, 'properties': {}}",611697,N,Docklands,38.02059687,Y,Docklands:  Promotional Sites:  5.Yarra's Edge (River Esplanade),315,N,N,N,1227,663770,,,Y,5.Yarra's Edge (River Esplanade),N,0,,Promotional Sites
"{'lon': 144.97562787226252, 'lat': -37.82368258126105}","{'type': 'Feature', 'geometry': {'coordinates': [144.97562787226252, -37.82368258126105], 'type': 'Point'}, 'properties': {}}",108615,N,Kings Domain,0.0,Y,Kings Domain:  KD - Lawn 8,0,N,N,N,183,0,,,Y,,N,0,M,KD - Lawn 8
"{'lon': 144.92400424679198, 'lat': -37.79871909767763}","{'type': 'Feature', 'geometry': {'coordinates': [144.92400424679198, -37.79871909767763], 'type': 'Point'}, 'properties': {}}",105220,N,Holland Park,0.0,N,Holland Park:  HP - Pavilion,0,N,N,N,168,0,Y,,Y,,N,0,M,HP - Pavilion
"{'lon': 144.9427921184255, 'lat': -37.78398401734769}","{'type': 'Feature', 'geometry': {'coordinates': [144.9427921184255, -37.78398401734769], 'type': 'Point'}, 'properties': {}}",107426,Y,Royal Park,0.0,N,Royal Park:  RP - Ross Straw Field B1 East,0,N,N,N,264,0,Y,,Y,,N,0,L,RP - Ross Straw Field B1 East
"{'lon': 144.9648893222214, 'lat': -37.82135320112914}","{'type': 'Feature', 'geometry': {'coordinates': [144.9648893222214, -37.82135320112914], 'type': 'Point'}, 'properties': {}}",611806,N,Other Park Locations,12.28439378,Y,Other Park Locations:  Riverside Quay Reserve,100,N,N,N,388,611806,,,Y,,N,0,L,Riverside Quay Reserve
"{'lon': 144.9567311803712, 'lat': -37.781114702461835}","{'type': 'Feature', 'geometry': {'coordinates': [144.9567311803712, -37.781114702461835], 'type': 'Point'}, 'properties': {}}",107426,N,Royal Park,79.76690737,N,Royal Park:  RP - Lawn 14_Poplar Cs_S2,208,N,N,Y,274,110274,Y,,Y,,N,0,L,RP - Lawn 14_Poplar Cs_S2
"{'lon': 144.9658350877282, 'lat': -37.802740302401325}","{'type': 'Feature', 'geometry': {'coordinates': [144.9658350877282, -37.802740302401325], 'type': 'Point'}, 'properties': {}}",106097,N,Promotional Spaces,53.1618369,Y,Promotional Spaces:  Piazza Italia,335,N,N,N,1214,106097,,,Y,,N,0,,Piazza Italia
"{'lon': 144.9750014223981, 'lat': -37.81891336935055}","{'type': 'Feature', 'geometry': {'coordinates': [144.9750014223981, -37.81891336935055], 'type': 'Point'}, 'properties': {}}",573368,N,Birrarung Marr,0.0,Y,Birrarung Marr:  BM - Middle Terrace,0,N,N,N,409,0,,,Y,,N,0,H,BM - Middle Terrace
"{'lon': 144.96168143118967, 'lat': -37.78234866992262}","{'type': 'Feature', 'geometry': {'coordinates': [144.96168143118967, -37.78234866992262], 'type': 'Point'}, 'properties': {}}",107696,N,Princes Park,0.0,Y,Princes Park:  PP - Lawn 3 / Northern CarPark,0,Y,N,N,216,0,Y,,Y,,N,0,M,PP - Lawn 3 / Northern CarPark
"{'lon': 144.9825785045082, 'lat': -37.84036620841432}","{'type': 'Feature', 'geometry': {'coordinates': [144.9825785045082, -37.84036620841432], 'type': 'Point'}, 'properties': {}}",103756,N,Fawkner Park,89.91851442,Y,Fawkner Park:  FP - Lawn 15_SB7_SUB1,139,Y,N,N,61,587543,Y,,Y,,N,0,M,FP - Lawn 15_SB7_SUB1
"{'lon': 144.97284434800815, 'lat': -37.796310238750024}","{'type': 'Feature', 'geometry': {'coordinates': [144.97284434800815, -37.796310238750024], 'type': 'Point'}, 'properties': {}}",107223,Y,Other Park Locations,10.15483954,Y,Other Park Locations:  Canning & Palmerston,258,N,N,N,347,107223,,,Y,,N,0,L,Canning & Palmerston
"{'lon': 144.9873669018947, 'lat': -37.81143226898333}","{'type': 'Feature', 'geometry': {'coordinates': [144.9873669018947, -37.81143226898333], 'type': 'Point'}, 'properties': {}}",107620,Y,Other Park Locations,70.42207444,Y,Other Park Locations:  Powlett Reserve,130,N,N,N,385,526105,,,Y,,N,0,L,Powlett Reserve
"{'lon': 144.96202212305715, 'lat': -37.82105703258188}","{'type': 'Feature', 'geometry': {'coordinates': [144.96202212305715, -37.82105703258188], 'type': 'Point'}, 'properties': {}}",573923,N,Promotional Spaces,43.7550729,Y,Promotional Spaces:  Queensbridge Square,208,N,N,N,1210,596471,,,Y,,N,22909,,Queensbridge Square
"{'lon': 144.98007344833556, 'lat': -37.810716928218625}","{'type': 'Feature', 'geometry': {'coordinates': [144.98007344833556, -37.810716928218625], 'type': 'Point'}, 'properties': {}}",103807,N,Fitzroy Gardens,92.41920853,Y,Fitzroy Gardens:  FT - Lawn 4,94,Y,N,N,109,100358,,,Y,,Y,0,M,FT - Lawn 4
